Timestamp,Speed,dist,left_angle,right_angle,pitch,roll,yaw,velX,velY,velZ,AbsTime
3600.3342,10.6700,62.3500,5.2400,10.6700,2.2422,3.0625,172.3906,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0063
3600.3345,10.6700,62.3500,5.2400,10.6700,2.2422,3.0625,172.3906,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0066
3600.3544,10.6700,62.3500,5.2400,10.6700,2.2578,3.0625,172.3906,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0265
3600.3548,10.6700,62.3500,5.2400,10.6700,2.2578,3.0625,172.3906,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0269
3600.3678,10.6700,62.8000,5.3100,10.6000,2.2578,3.0625,172.3906,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0399
3600.3679,10.6000,62.8000,5.3100,10.6000,2.2578,3.0625,172.3906,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0400
3600.3748,10.6000,62.8000,5.3100,10.6000,2.2500,3.0703,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0468
3600.3751,10.6000,62.8000,5.3100,10.6000,2.2500,3.0703,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0472
3600.3942,10.6000,62.8000,5.3100,10.6000,2.2500,3.0781,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0663
3600.3945,10.6000,62.8000,5.3100,10.6000,2.2500,3.0781,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0666
3600.4144,10.6000,62.8000,5.3100,10.6000,2.2656,3.0859,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0865
3600.4148,10.6000,62.8000,5.3100,10.6000,2.2656,3.0859,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.0868
3600.4340,10.6000,62.8000,5.3100,10.6000,2.2656,3.0938,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1061
3600.4343,10.6000,62.8000,5.3100,10.6000,2.2656,3.0938,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1064
3600.4542,10.6000,62.8000,5.3100,10.6000,2.2656,3.1016,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1263
3600.4546,10.6000,62.8000,5.3100,10.6000,2.2656,3.1016,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1266
3600.4678,10.6000,62.8000,5.1800,10.5400,2.2656,3.1016,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1399
3600.4679,10.5400,62.8000,5.1800,10.5400,2.2656,3.1016,172.3984,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1400
3600.4745,10.5400,62.8000,5.1800,10.5400,2.2656,3.1016,172.4063,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1466
3600.4748,10.5400,62.8000,5.1800,10.5400,2.2656,3.1016,172.4063,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1469
3600.4940,10.5400,62.8000,5.1800,10.5400,2.2656,3.1016,172.4063,-6.8594,0.8125,0.0156,2021-06-04 13:38:52.1661
